comment,emotion
竟然还有这反转？如此猝不及防,-1
弹幕闹麻了。上海120 我家门口包脚布豆浆茶叶蛋能吃10份了 锅贴豆浆能吃12份[笑哭],-1
分镜做的真好！[打call][打call],1
[幻想乡的日常 第1弹_打call],1
咋感觉文案跟二舅一样呢,-1
一点点心意，加油，,1
结尾有点….我不是说结尾这个立意不好，但是和前面和整体有点突兀就是，嗯……措不及防了属于是。,1
什么时代纯靠脸的都很多，其实问题不在于丁真，大家这么大情绪背后有其他原因的。,0
你的全球第一这么多？,-1
小小的也很可爱[眞白花音冬日绮梦_逆天][眞白花音冬日绮梦_逆天][眞白花音冬日绮梦_逆天][眞白花音冬日绮梦_逆天][眞白花音冬日绮梦_逆天],1
作者要不先上线steam？我先买了等你慢慢更？,1
好厉害,1
还好亏了，不然以后就看不到你的视频了[笑哭],1
改的太好了以至于原作者拒绝参加[笑出咕叫],1
改的太好了以至于原作者拒绝参加[笑出咕叫],1
不想去想，如果不是5.12朋友应该也和我一样成家立业了吧。,-1
一路上小怪看到火神都躲得老远了，生怕听到太阳的轰鸣,1
凌晨五点还有190人陪我看玛薇卡大人骑车[藏狐],1
现在B站播放量真是迷啊，凭这几位的体量，就是24小时不睡觉，死盯着动态的死忠粉，每人只听一遍也要超百万了吧,1
??????尊贵的玛薇卡正在进行她的慢骑旅行??????,1
"红色品质：
天空琴，九格（3x3）[颂乐人偶_眯眼笑]
腐蚀之剑，四格（1x4）[颂乐人偶_眯眼笑]
爱丽丝的魔女帽，四格（2x2）[颂乐人偶_眯眼笑]
晨曦酒庄特产葡萄酒，两格（1x2）[颂乐人偶_眯眼笑]
风物之诗琴，四格（2x2）[颂乐人偶_眯眼笑]
嘟嘟可挂饰，两格（1x2）[颂乐人偶_眯眼笑]
仙祖法蜕，十二格（3x4）[颂乐人偶_眯眼笑]
岩神脊，六格（2x3）[颂乐人偶_眯眼笑]
浮生石，一格（1x1）[颂乐人偶_眯眼笑]
公子达达利亚的钱袋，一格（1x1）[颂乐人偶_眯眼笑]
破损的夜叉傩面，九格（3x3）[颂乐人偶_眯眼笑]
胡桃的梅枝，六格（2x3）[颂乐人偶_眯眼笑]
小型铜雀像，六格（2x3）[颂乐人偶_眯眼笑]
归离机模型，九格（3x3）[颂乐人偶_眯眼笑]
霄灯，四格（2x2）[颂乐人偶_眯眼笑]
御神签，一格（1x1）[颂乐人偶_眯眼笑]
哲平的邪眼，一格（1x1）[颂乐人偶_眯眼笑]
花散里面具，四格（2x2）[颂乐人偶_眯眼笑]
鬼兜虫模型，四格（2x2）[颂乐人偶_眯眼笑]
式小将，一格（1x1）[颂乐人偶_眯眼笑]",0
二舅：man！,1
抽烟是很正常的，但是难绷的是背后推手给他的人设是纯真少年。,-1
海参崴的家常菜馆，一顿55RMB,-1
开完窗口 觉得40+都有人买了 还是太贪了[汤圆],1
up主是把No_Tables所有角色模型都拿来了吧[呲牙],1
新华社居然会推送这个,-1
"嗣音 林徽因原名徽音？
绥吾 绥我思成 梁思成",1
玩过硫磺岛的太熟了，全选医生加几个反载具的，直接人造空投烟幕，再分出来一队绕后放信标，除非对面一半pro，直接能300兵力打到快乐洞，之后就是跳跳乐卡灰屏上山。,-1
文案写的不错，可惜，这种高技术高集成化的东西不是个人能够搞成的，这是需要大量资金投入，大量专业人才参与才能有出路，他这个所谓的多少多少专利，说白了只是自己玩玩而已！,-1
[doge]啊？C盘能爆满的？我C盘分区200G。随便玩，其他盘也很大。现在硬盘那么便宜，根本没有空间忧虑，除非你是有相关需求的，不过他们也是用的nas。,1
[doge]啊？C盘能爆满的？我C盘分区200G。随便玩，其他盘也很大。现在硬盘那么便宜，根本没有空间忧虑，除非你是有相关需求的，不过他们也是用的nas。,1
最近失业了一段时间 抱歉 这次只能一键三连了[保佑][保佑][保佑],1
好好多年前吧，我在我们这一口泉眼里面，救过一个十来岁少数民族小孩，我自己差点没上来，他爸妈给我给钱，给我们家送了一只羊，千恩万谢，学校还给我给了500的奖金，那时我也才15岁，现在想想，当时要不是肾上激素支撑，已经和他一起沉下去了，爬上来晚上还和我哥去黑网吧打传奇[滑稽]，完全没当回事。,1
@伟大航路上的老船长 @第六页呀 @沫棉のMMD酱 @鸽草姬 @芳坊CLover雀 @SAYUKA-SAA @梦绮华星莲 @橘理dayo 馋,1
@森屿め麋鹿-- @懵圈犬,1
感觉好累啊这样打，不过确实给我看热血了,1
这开窗仙人怎么就那么牛，当着阿牛的面，就能把整块石头最好的位置开出来，这也太玄幻了[哦呼],1
今夕是何年！,0
只能止步了吗[惊讶],-1
[大哭][大哭][大哭][大哭][大哭][大哭]别让好女人命苦啊,1
别急我摇人 大家一起看看笑话[初音未来_大笑]@caac无人机考试中心 @中国民用航空器局 @中国民航大学研究生会 @中国民航大学学生会 @大清民航官方 @中国民航飞行学院TV,-1
大家唱的都很好，但是为什么是改编版？还有这个感觉做的好急。。。,1
大家唱的都很好，但是为什么是改编版？还有这个感觉做的好急。。。,1
你为什么背对着我们[甜心萌菜动态表情包_大笑],0
"我就说怎么这几天缴的枪全是这种M4
试了一下确实稳 长弓机密一样的四套靠射速对拉三四十的AK12没问题",0
有了喊我[打call],-1
好填词，说实话有点听难受了，这整个事件从头到尾都真的很讽刺，国内审美的单一性这块遮羞布被扒了干净，丁真也只是正好被推到时代风口浪尖上了，换任何一个普通人也会走一遍这路，是大众和资本把他推出来，也是大众和资本把他当作替罪羊灭杀了。,1
2015 年的充电器,1
团伙作案[微笑]追上去，巷子里还有一个壮汉在等她[滑稽],0
主播一开始只是想给oc做定制服务，别人把psd文件发给我,-1
前两天去了趟天津，吃了三四家馆子，那菜做的是比我们青岛水平高很多，就是咱这路边摊早点铺子啥的吃的也忒咸了点吧，不是一家的肉夹馍煎饼果子包子老豆腐，那是一个赛着一个咸啊，我这山东人都没顶住,1
入股开赌的小朋友，以后我要卖你保健品了,-1
神！[初音未来_大笑],1
牛牛 想要快平点的黑癣石头来压泡面[doge],0
"|    普通行动     |    机密行动     |     绝密行动      |
深境螺旋-绝密

高概率出现                 大量原石
入局消耗                     10万摩拉
入场价值                     55万摩拉
等级限制                     45级
行动时限                     30分钟

已连接：深境螺旋内充满了未知数，注意防范！",0
这就是大多数中原人民的真实生活写照，这个毕设太棒了，真正的做到了艺术为人民！[给心心],1
配个BGM《超级英雄》[doge]再给视频倍速一下,0
征用为小说素材，已阅,1
怎么是春晚版啊。。,0
一路从QQ，西瓜，追到哔站抖音，原来绵羊已经十年了[大哭]，我还记得在西瓜看绵羊做玫瑰饼，知性优雅的绵羊用着押韵的口条，一下子就吸引住了我[大哭]，然后就一看到现在。第一次看绵羊，我还在初中，现在已经大四在医院实习了[大哭]，,0
癌症不是会传染，癌症有几率遗传。。我爷爷的兄弟（还是堂兄弟忘了）那一支，父子三人都因为同一种癌症胃癌走了，那个叔叔还有哥哥走的好年轻，才四十岁,1
我觉得这模式指挥官必须给个标记，要己方和对面都能看到的标记。[滑稽],-1
那年我七岁，在学校操场，以为火星撞地球了,1
这个其实已经有软件实现了，就是没有那么多画师去上传,1
大姨大姨我们喜欢你！十周年快乐！！[打call],1
大战场和烽火都是鹿鞭一条[红墙映雪·小黑猫_无语],-1
这种大概6块一串吧，比我这便宜的算物价低的，比我这贵的算物价高的[doge_金箍],0
烤羊肉只用三样，盐巴孜然辣子面，如果你嫌不够多汁可以裹蛋糊，放香料都是本末倒置掩盖羊肉本味,-1
其实很想知道汶川现在建设的怎么样了,0
200粉丝拍出了200万粉丝的感觉[笑哭],1
悄咪咪催一下青春旅行团！,-1
可是毕导的视频里，出现的最多的是小学2年级，不是小学1年级[doge],-1
@满糖桃桃乌龙 @Cys顾鸢 @喜欢吃烤鱼捏,1
女大学习区@雩亿ya @十二rs @南风栀意 @白荼der @以非当世-惑乱黔首,1
找的向导不对，去的全是高级餐厅。明明我看那些旅游博主在俄罗斯随便去一家店铺都是分量很多还很便宜的。毕竟俄罗斯经济没那么好。,-1
这国王还是不会玩[doge]如果真会玩的 这里面似乎没有一个能伤害到国王 数值对冲谁不会 但是我还有机制[doge],0
我更好奇是谁在酒吧里点的炒饭[doge_金箍],1
"招聘内衣店售货员
性别:不限
工资: -3000
工作内容，售卖内衣兼测量
明天娃娃菜买内衣，希望把握机会[doge]",1
UP你的视频又被盗了（快手）[香奈美·追寻那道光 应援装扮_让我看看],-1
没有你的日子我简直是在乱吃[大哭][大哭],-1
这玩意不是早就有了吗，你为什么要设计一个已经存在的软件,0
晒一下金色史诗,1
我看行，我试试去,1
@K4RD-M3P @鱉載著理髮店 @pinkmeowpunch @bgo云营飞格駡 @23岁漂流老登,1
做好优化就行了，大家对画质其实挺宽容的，主要玩儿法这一块儿你得给劲儿[doge],1
这算腾讯的大手打败了原神流量锁吗[藏狐],1
原版挺好听，这版up主们唱的也好听，但是这个版本不好说,1
A不是代表好的意思吗，白菜的胸部非常好??,1
很好。但是对周氏喜剧的内核领悟还差点。下次再好点。,1
凌晨六点半蘑菇头：兄弟给我来100串！[歪嘴],1
结局12完成,-1
20年老网民了。以前安装路径选到其他盘C盘就从没红过，现在也不知道咋了，过两三个月就红[热],0
"我想点物资哈
红色物品：
摩拉克斯半身像（3×2）
炫彩小派蒙（2×1）
群玉阁模型（3×3）
天守阁模型（2×3）
须弥的蓝牙耳机（忘名了）（1×1）
滑膛枪（枫丹特产）（1×4）
红色钥匙卡：
西风骑士团团长室（蒙德）
七星会议室（璃月）
望舒客栈用餐间（璃月）

金色物品：
小派蒙（格式跟炫彩小派蒙一样）
座钟（2×2）

金色钥匙卡：
西风骑士团物资领用室（蒙德）
群玉阁供电权限卡（璃月）
群玉阁数据机房（璃月）

想法有限，就先这样吧[doge]",0
不错不错[喜极而泣],1
这个版本原唱来我听的也难受啊[捂脸],-1
果然北大没有美院,1
@河南共青团 给我出来看看,1
如果没有血亲，相继得癌症的话，生活方式可能有问题。注意保护孩子,-1
立马开饭[呲牙],1
“??我只要略施小计 做题家们就会自己打起来的”,1
不管怎么说，只看上面这模式跟原神，搞一个联动皮，销量绝对爆仓。[笑哭],0
怎么b站有那么赌的人，把我当赌神整，如果你只想当一名大主播，不能用这种赌博的方式， b站禁止赌博，就不能脚踏实地吗，我知道这很困难，但你这种方式不对。,0
TMD涨价了,-1
甚至他还有战后分析总结[笑哭],1
千织双风立大功[星星眼],-1
低成本练习猛攻有什么推荐枪吗，发现自己猛攻老不太敢打,0
点赞这条评论的人每科成绩都是1开头[doge],0
这是一场豪赌，我的朋友。,1
没人做二刺猿搜打撤?jm汉化组不是一直在做吗？[doge],1
2010年前我会夸奖你，被你的超前设计震撼。可现在是2025，触摸反映早已经简单至及了，相似且免费开源代码软件一数一大群，你这不是用信息差起号么？,-1
"朝为田舍郎，暮登天子堂
十载寒窗苦，不过泪两行
谁言勤可补？时命本无常",0
将手中鞭炮塞进你棉袄～[doge_金箍],0
别的展示的都是操作和机制，就Firsk基本上都是在展示Lv19的数值[笑哭],-1
"看了眼评论区，来了好多不明就里的人，不知道是真不懂还是装不懂。
是丁真的纯真粉丝，还是《嗵嗵》福禄寿的粉丝？
不过既然不懂，我就耐着性子给你们解释一下有关丁真的常识吧。

骂风口飞猪的有两种人，一种人恨不是自己，另一种人则更在乎这风从何来。
而对于丁真的批判，主要集中在后一种。

大部分人对丁真本人其实没啥看法，一个挺帅的抽电子烟的文盲小镇青年，好与坏能到哪去？
甚至后期他在很多综艺上的表现，个人品质似乎也不错。
——但这不重要。
重点在于，他火的时候没多优秀，不是吗？

我知道，这时候有人会说，丁真的出现给理塘带来了很多发展啊。
对，但请搞清楚先后顺序。
是丁真先被选为理塘“地标人物”，然后全平台推送，最后才给本地带来了发展的，对吧？
那还记得他是怎么成为本地地标的呢？
是“笑容纯真”——这才是症结所在。

我知道还会有人说，流量时代不缺才德不配位的明星，为什么就针对丁真？
因为，丁真不是商业化运作出来的流量明星，他代表了队伍内部的一些人的价值观。

所以看似是在拿丁真找乐子，实则上是在将矛头指向混进队伍当中，思想过度自由化散漫化的敌对分子。
而由于众所周知的原因，某些话是发不出来的，所以只能通过“丁真”来隔山打牛，旁敲侧击。
这也是为什么，关于丁真的二创，由P丑图演化到了“用丁真的口吻问一问这世界是否公平”。",1
